Customer ID,Age,Gender,Annual Income,Spending Score,Cluster
cb05e681-1286-4f97-8e7d-2c9b67778936,49,Female,190,2,23
e7d7ac8f-87c4-444c-9118-04d957987b53,33,Male,182,1,23
2f092cee-3d08-489f-921e-1dfaa81ba6b8,32,Female,176,2,23
98b624bf-578f-4bf0-ab23-16a1e052919a,64,Male,159,2,23
75bd7ea9-ad1d-4890-90f5-4ea85288a6f4,76,Female,170,6,23
e1655d99-439f-4e90-a43b-94a215b53536,44,Male,184,2,23
49687ab1-89a7-42f8-9b16-5fbe8ea62590,39,Female,172,6,23
c1b20dff-0ce8-429a-9d0d-f93b7eed447d,90,Male,163,4,23
d8e75d7f-22ef-4302-bb01-5c16edb666f7,33,Female,170,3,23
88bd6c64-513d-4fcd-8992-7aab99de246e,69,Female,169,10,23
d47cb82e-9996-44c5-ba12-504752362109,72,Male,188,3,23
e68235ed-41d1-45cb-8698-b4ace7ee6603,60,Female,176,7,23
6a3fcc1a-36a5-4c24-9904-ced12a7c87d9,56,Male,180,2,23
fa8be8a2-f3a8-43ad-b9c0-122b57141660,29,Female,170,5,23
3d5cb7ea-d4c8-4472-bc53-8e758f845847,90,Male,190,1,23
1d72a544-ba61-4459-b843-6f79694e20b4,79,Male,170,8,23
44c20ef8-4741-44ee-acfa-36a3d7227181,48,Male,172,8,23
6ca74112-19cf-4887-bc68-f97b6d37d853,77,Female,189,1,23
98a8c2c0-945e-4880-9513-db7ee6dd1630,86,Female,187,1,23
3536dfc1-d42e-4613-ac4d-074b60b2eddb,56,Female,166,2,23
d72666af-4475-491c-a89e-a787a7975ba4,54,Male,162,1,23
9fe8b1e1-5ffa-4f82-8c06-5497f45cc339,24,Female,178,7,23
f1056d5e-2747-445e-993f-b78ab1412f4e,72,Female,167,4,23
4f0851cd-0939-4143-a438-1281a61ad089,34,Female,174,2,23
97bf8b9c-5e50-49ee-a5dd-3f302cb8f2b9,84,Male,190,1,23
5760dae0-42dc-4087-ab21-fda0a7fe93ce,84,Female,169,3,23
1d1565fe-05a5-4195-b3a1-f04f4e9fe5ce,84,Male,171,10,23
ce12da44-7bf6-45c8-8a76-2c36d6b0a9de,59,Female,174,3,23
2ae7ec6d-911b-48cb-9e9b-38f48d5bbfe4,21,Male,173,9,23
5ec9fd8e-c095-4888-9854-f752284a0fb6,18,Male,186,2,23
9d20b009-7681-4c50-b04b-33be0a0d3e32,22,Male,169,10,23
8312ea80-5f92-4e15-af6d-0e0bd276798c,88,Female,184,1,23
d0fc0de3-a054-42bc-8b62-a269ab845892,26,Male,179,1,23
cd0a9668-3a40-4b21-b73f-f029cd10b926,25,Male,163,3,23
5415defe-3a28-4fb5-b1f9-56b92265e041,69,Female,178,2,23
fc5a37cd-6b30-44d0-b660-f134d165f6e6,38,Male,187,1,23
4317f10e-7455-43e1-8f51-7f4ffb1d1248,26,Male,171,2,23
00629720-efa7-4211-b911-cfa291819495,54,Female,167,3,23
1bc9c140-274b-4c76-9d3c-60a79a880c0e,48,Female,169,10,23
e5b3d886-0bd9-4c72-b525-cb1abe219e96,63,Female,172,6,23
a197a98b-08a3-4947-a9ef-28ca375d984d,58,Female,170,3,23
048b2e01-8be7-47b8-baf8-54d00c19a0b9,54,Male,174,11,23
2eb5a7dd-aa97-49bd-827b-1607e14d788c,90,Female,165,5,23
d29e2ca6-b4ed-4104-873b-964274757181,19,Male,183,2,23
d0e06fb6-6f54-465c-946d-6c114dc9d4e2,44,Female,160,1,23
9e84ff8b-729e-4c0e-8f84-5a3ae64b1f4a,25,Male,181,1,23
650e49df-4813-43cd-9c79-7ecd9f4df7c8,71,Female,175,1,23
713ee1fc-c748-4e68-8bb7-37c3d1e6c3ed,65,Male,173,6,23
39329c88-0ff8-4248-a6bc-ca72d44d93da,56,Male,170,2,23
d39872b8-0e8a-40bf-8ba9-44121e5a1ed3,61,Female,190,1,23
9270a59d-b4bd-4f91-bf77-53e269ba7056,46,Male,176,8,23
0092ccb9-d846-4426-85c0-423005a204cd,26,Male,176,8,23
7fca7b67-61b9-4853-bd21-1768fd33ae26,86,Male,162,5,23
f9f02b20-8c6a-4644-85d0-d9f1ee6fa402,78,Female,164,1,23
bf79d68b-b971-429a-812d-2c6e5391e3d2,52,Male,172,3,23
444b1716-43e9-4a81-8db8-0f2def763f06,79,Female,177,2,23
1ca5e9d2-2ae3-4cdf-bb11-6f0f1133a12c,45,Male,177,9,23
8fe3bcc1-0936-4de9-9703-44411634a13e,21,Male,180,8,23
3431d110-7921-4b7b-9b8f-3c12a509c405,23,Female,169,9,23
e49af1b0-af2b-4b68-8e86-88e787389055,80,Male,191,1,23
6dd12ebe-4afb-4dcf-937e-d1150856fc6b,25,Male,169,6,23
cc563259-c62c-4932-ab60-9d1cac5ad248,26,Male,175,11,23
03cf56d8-9e1a-4b76-8dd4-7c224a2fb9c2,34,Female,171,4,23
b22f28c4-b058-45f1-b60a-01ed873bfbdb,61,Male,178,3,23
fee49100-1682-4d76-b90c-263ccd40f625,74,Female,163,5,23
d577e1e0-e4d0-46cf-b731-d127f9e168ee,21,Female,178,9,23
4a94b5a3-1b38-4035-a287-dfe105ba3dac,83,Male,174,4,23
08137f6a-7a68-4f0f-92c6-aa441fa554e7,79,Male,161,2,23
79337a8b-1761-48b3-8197-f0009a8440cf,66,Male,169,5,23
da938cb0-68fa-4157-9c76-8612929a7110,80,Male,165,4,23
3aa2e244-b176-4a74-a0f6-8fc804af346a,32,Male,174,10,23
c8bf523b-f1e8-4aa3-9701-4475c66dbf9d,84,Male,181,1,23
80e667f8-9913-47b8-8ffc-41ee93006b16,55,Male,175,8,23
f1510e0c-024c-4e89-88f7-f6ec71ed4655,40,Male,174,9,23
4a3d7068-ad88-4dda-9369-32eac1367745,40,Female,171,11,23
760cbc5a-9c01-47a6-bc05-d3187b2b5452,45,Female,170,10,23
4264ac59-8005-44ab-b9e1-e1a13dbefcd7,22,Female,161,2,23
1615a4d5-9753-4588-a266-32cdec085c17,18,Female,163,2,23
723e91b2-6858-44cb-979f-d37ce9ed7297,79,Male,170,5,23
36809766-401c-4480-9b22-e2f70379e0cf,82,Female,170,1,23
12e4ca57-d05d-49f1-be35-71e50fa12601,52,Female,190,3,23
9ea411e4-2435-487e-8ac0-49d73c8bd00e,33,Male,169,3,23
7a9df5c5-dfe1-46e8-aefd-74a742ae0bea,18,Male,174,4,23
2e8e3b52-7c12-428a-8ccb-b58a25e6533f,88,Female,176,8,23
bce2e935-787d-459f-97bb-84b2661b3382,43,Female,173,1,23
70b4e66f-6803-4c27-b888-7c095249692d,31,Male,183,1,23
42787f3f-73dd-413d-9ec3-99b959406f0c,23,Female,162,3,23
8d4ab6e7-2980-4429-bb94-f571d048bcbe,51,Female,187,2,23
e1da482c-fe0e-4b82-ae4d-e60b32e7d406,61,Female,176,3,23
810682b5-c683-4682-a3ea-2f9f034b71c1,66,Female,190,3,23
64da2a19-88aa-4ce1-bb5b-ba36b6f51e0f,20,Male,170,2,23
4da6f1ba-49d3-4365-a8e4-c165b1085f01,65,Female,174,7,23
548df5a0-bbd4-452f-bc5b-0182a8bc33a3,18,Female,176,5,23
89467455-546e-47f7-8682-56cff49e00d6,51,Male,189,1,23
de74d216-dc9e-4a0f-aac2-3c227bb6372c,82,Male,182,1,23
bce3fae6-b681-4818-a6a8-fec9bed926cf,78,Female,187,1,23
f7d23bac-3282-43d0-9165-bf8ef27a0b56,28,Male,175,7,23
ce129f4b-f9cb-4cac-aeeb-4ddb8fcfa128,49,Female,176,6,23
859dee7b-e820-4329-92d5-6e96224a9260,35,Female,178,8,23
19403396-977c-46ff-bf50-ecef8ca54231,21,Male,173,7,23
9d3d2c0f-add3-4c6c-9ba7-53d387d66d9f,19,Male,185,3,23
fe380d5a-8c11-4b55-8f67-03c0ec23dc8a,29,Female,168,8,23
efa28f9e-72e0-4636-9e13-0a01d3f836fa,30,Male,188,2,23
4ba8b3ce-beda-4da1-a3e5-70cfad7c3892,30,Female,172,5,23
966b20f4-448e-4806-bfb7-203dc2330493,58,Male,168,7,23
11e5600d-35ec-434a-bb27-184cbc0e0c6e,34,Male,192,1,23
4c3d5b47-b985-45a7-8c32-40dd8e9a54d6,55,Male,175,8,23
f750e57b-1e1a-4f98-9f32-04d3e0551d86,35,Female,170,9,23
8ccfa3e0-a7ad-4ac8-9fa3-c12efa959e6f,83,Female,172,10,23
ad7c7df3-3d48-4c5a-82fa-7266b59f5429,19,Female,176,6,23
e0b88528-55c0-4cc0-8bf7-6fac1eb09965,26,Male,177,1,23
2021780f-59fa-41a0-a3b3-6296b4f2ade5,70,Male,173,3,23
4792e091-ef0f-470d-9a57-e223c765ec53,85,Male,182,1,23
b8239e3c-230e-4685-bba3-a83dec8a3475,29,Male,172,5,23
cf2ae689-3274-45dc-ae76-9d2a5d8ba483,30,Female,165,3,23
af4490e0-3852-47dc-9baa-76dcc1a28527,69,Female,185,1,23
cd6c081e-f1d9-4493-b847-e504d2f6e511,86,Female,168,3,23
64dc36bb-2fc3-4f38-94a0-34f7f599baee,27,Male,176,2,23
18e8e4df-0899-4249-bc92-3ce7028b55ce,62,Female,169,5,23
05fbd97e-977d-4e4c-9a02-4d03bb785303,38,Male,163,2,23
3b608a83-bc5b-4104-b823-962da4308c6a,30,Male,167,10,23
f184e4b2-914b-449a-b597-53f98eaf5de0,66,Female,164,3,23
c431c8bc-317a-44f6-a4f1-19a174706379,49,Female,172,10,23
cc23f574-e2e1-4f05-b3b5-1ecfb1e1a4d6,52,Female,169,2,23
a5175a4a-014d-4b9a-895c-7172039ee2f2,73,Female,175,9,23
f63c395e-6048-4bcd-85ca-540103cf6627,28,Male,165,3,23
2eeb1116-8745-49c8-8a6f-c8773e4e1a8d,85,Male,166,8,23
02369ab4-b433-42cd-911f-a7cad31f20c5,42,Male,176,8,23
6d3f20ee-650a-4aaa-8ffd-f9626f1e4074,51,Female,183,3,23
aac49b19-80e7-4c7d-bcf9-7eb60b024785,34,Male,170,3,23
20c5a930-8529-4bc0-8837-5c9b390ee8d9,77,Male,165,5,23
433f68ec-ebf0-455a-9dd9-f10551480f71,68,Female,172,2,23
