Customer ID,Age,Gender,Annual Income,Spending Score,Cluster
085e5698-1f05-46dc-b758-61a28ef4dac3,54,Female,29,61,27
b9b58bf2-a4ca-4254-b61e-1db5d7adc35b,57,Female,27,59,27
c1b553a1-4b60-45a0-8504-4107f7495621,77,Female,32,63,27
588d0ee6-93bf-4c1a-88b1-370fc6ca761a,87,Female,25,70,27
152024af-5701-42e9-91a1-2ca0ba71b81a,67,Male,27,71,27
97f0da04-431e-439a-9ee7-2122c54b8f47,80,Male,33,63,27
4d52f7ee-f3ca-4159-aa44-0d658a9c07d1,70,Male,30,65,27
de392eb0-bc48-4fd3-90b7-06446aa1551f,31,Male,31,64,27
e2faf6e8-084c-4266-9e1f-f0b7c11f4bdf,74,Female,29,67,27
944297db-60bd-4724-9a30-eb9dd9331e47,29,Female,28,61,27
295e6dd0-f8e2-4716-bd74-0100f9a16933,25,Female,24,67,27
3bf49547-991e-4979-a456-077c2def6367,56,Female,30,72,27
e0636d16-ba5f-4ce4-9be5-5a7325b95d92,84,Female,28,61,27
ef5877fc-99b5-4609-bf21-17292f821a24,31,Male,25,63,27
50cd06cc-f37a-40b2-b4b8-fa675020d075,54,Female,26,71,27
ab367baa-c205-4c6a-8645-b09a47e609c7,60,Female,26,72,27
7691ff93-4288-4099-b3c9-9b0701a406fb,68,Female,27,62,27
4c3f3a82-3ca2-452f-89f2-e1a92d9eb8bf,65,Female,22,62,27
860f2469-2336-462d-9658-30ae2d7b1a71,75,Male,31,62,27
d3a66826-f9e6-4636-a7d4-465e594d41dd,50,Male,28,64,27
28b579a4-fb91-4a1b-9e29-83e44b79701f,49,Female,25,61,27
88be2e4f-8cd1-4d38-a512-a8f8df0d0079,24,Male,31,66,27
6647acf2-5ed9-46b9-a5f3-fcfb704185c9,50,Male,33,60,27
edd33788-2680-473a-8a17-b1af24e39cf8,56,Female,28,67,27
27162abc-766f-4ffc-ad3f-c2a151a4f0c4,69,Female,27,59,27
e5ad35d8-d82c-4e4a-b084-3e16383d34fb,33,Female,24,62,27
62d6e78e-a821-42e2-96cc-4dd11bc32428,28,Female,24,64,27
3f64b72c-ee4e-4c66-b078-6602eb408626,34,Female,27,62,27
d9e152f0-0e44-46c2-9a8a-28d62321ef8f,24,Female,23,60,27
c791c861-db58-43d4-9570-1f01c69f7e55,81,Female,25,70,27
c356acd1-5543-432b-9d46-a9d8431a69b8,66,Female,26,67,27
67255da1-71e4-4f5a-9ed6-ba9e2d7404d3,76,Female,25,60,27
4a3287d0-c6cf-449b-b4fe-f12a1d1f982a,42,Female,24,63,27
0d8db1ce-5b85-42e3-9e7a-fee09049dc29,41,Female,24,62,27
9ce8ba52-c07f-4f9e-8bf9-d180adfe378c,74,Male,29,71,27
fb443ce0-6e0d-4207-bb8e-e7236ab2906b,31,Female,28,60,27
