Customer ID,Age,Gender,Annual Income,Spending Score,Age Group
d410ea53-6661-42a9-ad3a-f554b05fd2a7,30,Male,151,89,adult
9795712a-ad19-47bf-8886-4f997d6046e3,23,Male,55,57,young
64139426-2226-4cd6-bf09-91bce4b4db5e,24,Male,154,76,young
7e211337-e92f-4140-8231-5c9ac7a2aa12,42,Male,158,40,adult
43417ade-6b17-431e-ae76-d8ed26aa46ac,24,Male,70,17,young
86f73b1a-6a91-4d7e-ad21-0aefcf6111cc,83,Male,48,34,old
49ba3e9d-a590-4303-b443-e794d0364c11,37,Male,171,75,adult
eb0e4ebc-fcc1-424f-b083-81987583ecc6,25,Male,88,17,young
b43f995c-c9ab-4c58-8f71-949de233ac71,19,Male,199,82,young
51d7be3e-84c9-464a-85e8-0a95b568d90e,89,Male,39,97,old
8bbbdbbe-7f8a-4c9c-afed-f6969f49e9ac,65,Male,87,3,old
baa61fc0-4a1f-4210-916b-669d1ec44dbd,26,Male,46,12,young
05948202-e483-482a-9c02-6a655498002b,21,Male,200,49,young
6d6d557d-41c3-4992-9ef3-f7d113c78649,70,Male,164,36,old
dd6223b5-5aae-468b-b936-618b513d4e70,24,Male,109,6,young
1fd446a8-109c-4314-92a2-a1e731923744,61,Male,142,45,old
c2fd4929-fc3e-423a-8dd9-1fb239ef4de6,79,Male,110,7,old
5963ff82-b2de-453f-bffe-4fed059e18ae,58,Male,81,23,adult
ace9492b-bf39-47eb-8f28-6f85b9cc8973,79,Male,164,96,old
c5e56dd8-5a20-4bd9-bbc0-97c380553084,76,Male,189,87,old
96892d38-cadf-4409-83d8-1b7a3b37b05a,40,Male,64,62,adult
d5e8bfcc-51e1-44b2-a59d-9174d10efb97,55,Male,77,86,adult
d29643f1-551e-4353-a560-cf4e6797e003,24,Male,120,80,young
3e260c72-5788-4641-8dad-9cc7a4eaafef,45,Male,82,39,adult
f67d66e3-9403-4d69-aee7-4a75c2a92e4d,28,Male,150,15,young
b6e3dfc4-1a49-4424-a0d9-d0f796002933,45,Male,147,1,adult
92390e01-1df1-4643-b044-546283ae7773,46,Male,88,3,adult
38cb6a10-0af1-4505-b3df-0f8ff3a4e4d3,36,Male,64,23,adult
acb1f373-6d7c-46d8-8d72-7e5bf1ee9921,62,Male,23,39,old
9a359e4f-973c-4f8a-91dd-eb930fddedc8,36,Male,126,35,adult
4d4ce6bb-da34-4f9c-8f1b-4c05bfe5fcaf,21,Male,56,34,young
bd38959a-71ba-4d38-8a52-3c23ffcf5cdd,44,Male,101,55,adult
d240e1a0-b50c-4bbe-8387-3c6082d42f20,23,Male,169,31,young
80d67524-2ba0-468a-afaa-5cbfaa28a8a2,24,Male,154,79,young
52c8dde3-1956-411a-a010-c879dadab6fb,60,Male,99,27,old
