Customer ID,Age,Gender,Annual Income,Spending Score,Age Group
86f73b1a-6a91-4d7e-ad21-0aefcf6111cc,83,Male,48,34,old
51d7be3e-84c9-464a-85e8-0a95b568d90e,89,Male,39,97,old
8bbbdbbe-7f8a-4c9c-afed-f6969f49e9ac,65,Male,87,3,old
6d6d557d-41c3-4992-9ef3-f7d113c78649,70,Male,164,36,old
1fd446a8-109c-4314-92a2-a1e731923744,61,Male,142,45,old
c2fd4929-fc3e-423a-8dd9-1fb239ef4de6,79,Male,110,7,old
ace9492b-bf39-47eb-8f28-6f85b9cc8973,79,Male,164,96,old
c5e56dd8-5a20-4bd9-bbc0-97c380553084,76,Male,189,87,old
acb1f373-6d7c-46d8-8d72-7e5bf1ee9921,62,Male,23,39,old
52c8dde3-1956-411a-a010-c879dadab6fb,60,Male,99,27,old
4679dd26-2bc4-4874-8d90-a262b803daed,72,Male,153,59,old
72292647-1690-41d9-a387-4b21980006fc,68,Male,168,24,old
d949c615-603e-4342-9d11-8fe87ee9c88b,65,Male,23,32,old
65db8631-0f2b-4e2c-ad67-be996981bcbf,76,Male,86,48,old
4f8704b7-eec8-4298-8db8-647c635bd27c,70,Male,187,14,old
835b35a2-e838-401a-86fe-85c3c181bbb6,65,Male,97,67,old
f4021ca8-b350-4d8b-9293-b2cf386bc0cd,61,Male,167,93,old
f620a5e6-ee46-4404-9d96-603bbd1fc6e6,68,Male,114,42,old
33577556-d045-41a0-9565-7f0f37a39727,65,Male,81,10,old
101fd379-ff5c-4ec0-8cba-f8a9fc0f42de,71,Male,149,13,old
83c5dafc-dd2f-4622-9748-23aefb000a38,84,Male,188,44,old
2cb233a0-5916-49e0-800d-01869340347d,65,Male,156,49,old
075acc31-0041-4ea2-8917-13a924da66e7,70,Male,160,34,old
2b971aba-879b-431a-8c60-df636ad45731,74,Male,191,65,old
3874580e-e7bd-4e60-bb68-c5110a04bd8c,78,Male,95,75,old
ad19c628-fe46-4ba6-9182-ad6278513ec6,70,Male,83,56,old
5f64caae-cb02-41a9-a648-273e0ed6d7fd,88,Male,189,50,old
1c8da0fc-e147-4a54-8ae7-b1bdeb6af340,82,Male,122,46,old
9526a9bd-1ea4-4aad-b4a7-adfc5775bf7a,83,Male,148,71,old
b5c458ec-1d54-465a-b97b-a149d7f32106,79,Male,27,48,old
84140ddb-54f1-4b31-b51d-4aecb10b7ac7,83,Male,166,52,old
4fcb4b02-1609-41e0-b9e3-c9468853e577,60,Male,167,34,old
d49f5b80-4d55-4e37-889b-c7933c3ac0a5,79,Male,83,73,old
660979ed-b318-4234-9b06-779097557930,84,Male,155,80,old
54078f11-3d3b-4968-9454-50e676d473c4,77,Male,157,57,old
43137482-a07e-467c-9bad-d892e85677b2,90,Male,42,94,old
df390aac-71a8-45bb-b664-62f451a4e17e,70,Male,46,54,old
08d38acb-157f-450d-962a-0bf7fa70819a,71,Male,190,75,old
5de60d87-18b1-4886-993a-966b6e185657,71,Male,186,6,old
ce99e2e8-23fc-49ba-9e2b-a6f26706718e,65,Male,177,100,old
cfe84106-02eb-4f9f-b161-789528948f7a,83,Male,151,88,old
1a1b53ef-065d-4333-930a-760ee0908394,88,Male,80,9,old
a2c7ef2d-cecc-4a3f-b2ac-6ebf6595ad62,86,Male,175,71,old
2392d7fa-9489-42aa-b50b-36f66ee9b423,84,Male,74,54,old
7c10963a-9c61-4f57-b314-e147b63d70e8,84,Male,22,48,old
24c83f90-919a-4b1d-9a89-d9a09b167951,85,Male,31,51,old
42661bdc-2936-4e2c-827c-44abf525d1ed,87,Male,55,94,old
bf9aa1fc-9517-4cd5-8f27-ff4978267df4,67,Male,23,19,old
7f57a91c-2edc-4f2c-ad13-835eeab36336,80,Male,152,50,old
a2510f77-4414-4a52-9632-3e6ecd05165b,60,Male,151,51,old
ad11524c-2b5b-450f-bfeb-8937c257649a,67,Male,123,41,old
1e92ab44-1bba-41fc-a777-d52c72924ed2,81,Male,68,93,old
7ac29936-0673-49c8-b7d5-b760ca75cee0,77,Male,106,7,old
e98c5f4a-b9a8-45bd-8482-44fbc183dc1b,63,Male,42,88,old
9d9766aa-f74f-40dc-8f57-8725faea0047,62,Male,186,61,old
98b624bf-578f-4bf0-ab23-16a1e052919a,64,Male,159,2,old
0676e9d4-fa17-4af6-aae4-eaf61853e288,77,Male,65,75,old
90d41402-9e50-4d94-9246-af60acb95a43,89,Male,66,86,old
ceb6a4b1-925b-4040-a8bd-51c46be91270,64,Male,77,16,old
bd90e06c-db1c-46e1-b016-1acaea80ba60,84,Male,142,39,old
ad8f1ca2-54b0-4070-a333-2fd5bf63c578,85,Male,162,26,old
0399d445-cd05-4669-9fc1-c1e15d1dae0e,81,Male,54,17,old
253c1e99-a1f2-4a08-abfd-23886f6fd829,72,Male,55,2,old
961ce28c-1daf-4da0-80b8-2efd964311ec,78,Male,186,97,old
a0e67ffe-bdf9-4f19-9c1e-8b1fa3b1d509,70,Male,78,3,old
3b1f7add-30fb-4a26-860f-35ccd355a0de,88,Male,116,39,old
a19318d0-9239-4cd2-aa2c-db80298d3a6e,70,Male,130,31,old
c31c7f85-2eac-42de-8cf7-2cc98cb185b9,79,Male,117,26,old
09145ff5-8f35-462f-8efa-80ce480c734c,75,Male,86,96,old
3751f31a-9dac-46ed-afbd-b99c326cd984,71,Male,64,75,old
8081a26b-3642-4230-830d-c904148c81d2,69,Male,175,43,old
a98dae0c-b521-4d87-9d67-73e1f6874982,70,Male,56,7,old
5d1ba1b5-899f-43be-bdd0-9d03c2ebc539,73,Male,36,21,old
7091c54c-7dca-4eb1-87ac-ee5c42afb534,73,Male,81,70,old
bc2f737f-f1f2-4db9-ab4d-2097eafb1867,60,Male,178,54,old
032a65ef-055d-4c22-a863-8cb0bca5f018,63,Male,93,25,old
54da95d0-b48b-4791-a6fa-bb9055f48d8f,71,Male,93,16,old
d32cb77a-edea-4e40-b976-bc0280bcfe93,70,Male,21,68,old
06d01f17-656f-43db-b2cb-abd0659a3a68,73,Male,38,86,old
2a2c40d7-ef91-4148-bae9-36a5377f27cb,64,Male,102,75,old
ead643a1-fc51-475c-a5a5-c745b4c114ce,85,Male,45,13,old
970e0af1-cc43-4103-9663-053816a63740,64,Male,173,84,old
1364c4aa-7a2a-41c4-a3ac-0cdaf54c2501,64,Male,171,72,old
031f8120-8356-4b4f-9b99-7b70a0e79817,79,Male,80,83,old
bf8c258f-b951-42b3-b198-51745a1e6ade,83,Male,160,8,old
de62a1ca-2690-4b16-b9ad-8c5bc1f78849,76,Male,89,16,old
f81d8190-7562-45fb-a558-ecbafba4fd78,67,Male,154,59,old
4022e1a8-dcc1-46f6-be00-fab67feeeba6,86,Male,83,60,old
42b811b5-777b-4bac-9a30-d0785201c5d7,79,Male,123,66,old
737b44d7-dc01-4230-81c5-7c23bf1c0346,83,Male,171,63,old
c40fc1a0-cc0c-4b6e-b1e3-382988c47593,78,Male,150,44,old
