PC1,PC2,Cluster
1.7650588537166942,-0.6362402035213385,4
1.7867770937557104,-0.4030026873552904,4
1.8070365158098085,-0.5210370623620002,4
1.7331624823047769,-0.5578214768830815,4
1.7338720189640402,-0.5734560489601099,4
1.7633785254066474,-0.4197501647164229,4
1.7591906958374108,-0.4687334036445582,4
1.773509878769614,-0.5538657348567745,4
1.6759097510622654,-0.5763293909645235,4
1.784388451749067,-0.7114118816700076,4
1.8531708938586056,-0.6494482082266602,4
1.7910642897256943,-0.7286486965491689,4
1.7473367437889642,-0.631317692505992,4
1.8397496623717813,-0.618930472070738,4
1.7876692348202126,-0.438069379617478,4
1.7716560411070406,-0.4876882439348001,4
1.87163112835011,-0.508056627846788,4
1.731491249047442,-0.5110761061462663,4
