PC1,PC2,Cluster
1.8603788008708584,-1.4665596579184206,8
1.9150076973106755,-1.5399402425084767,8
1.9292047363184972,-1.4319398918650332,8
1.878848130415075,-1.4949127456066489,8
1.9014676065713048,-1.4664865897708883,8
1.8578245216017333,-1.554492262987518,8
2.0367536129835737,-1.5241596857124768,8
1.972894599298004,-1.521474891312357,8
1.8351205844783447,-1.397581741563472,8
1.99721389661608,-1.3778454427411648,8
2.006490791871768,-1.4846903252151822,8
2.029185633942444,-1.471856178571128,8
1.892237489325553,-1.5371823799608244,8
1.9947726662186247,-1.4891660615978215,8
