PC1,PC2,Cluster
0.7093892621083958,2.2015261759526457,7
0.5926102681975672,2.223050179610153,7
0.5195497251707567,2.316987847292584,7
0.423916483997651,2.204958686475301,7
0.423062025890372,2.2322293741416352,7
0.4515782478303969,2.255097393572862,7
0.742881500863202,2.09195408776928,7
0.706910348753717,2.098001561691842,7
0.5641317292147655,2.1923861555830726,7
0.6589949732477505,2.146349326806884,7
0.6648917190315452,2.1407911904023504,7
0.4717188106319483,2.179998935147819,7
0.5691740168912813,2.214098706844874,7
0.5758875378251317,2.189065887369859,7
0.6506479020137882,2.21033151242286,7
0.5850799721136609,2.2675576821556485,7
0.3978129045505708,2.131462622428484,7
0.599361472088641,2.1902213555392853,7
0.4986391652290846,2.234020316124155,7
0.5363478214576384,2.335380130341171,7
0.4558037603568567,2.2962846279051443,7
0.5204041832780356,2.2897171596262496,7
